res_item_seq,res_seq,mem_seq,res_item_title,res_item_content,res_item_pic,res_item_price,res_item_wdate,res_item_update
578,126,16,반/반 2개 선택,맛있따,,19000,2023-05-25 10:16:00,2023-05-25 10:16:00
579,128,5,돈코츠라멘,맛있따,,7500,2023-05-25 10:16:00,2023-05-25 10:16:00
580,128,5,산쪼메라멘,맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
581,128,5,시오버터라멘,맛있따,,7500,2023-05-25 10:16:00,2023-05-25 10:16:00
582,128,5,쇼유라멘,맛있따,,7500,2023-05-25 10:16:00,2023-05-25 10:16:00
583,128,5,츠케멘,맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
584,128,5,냉라멘,맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
585,128,5,규동,맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
586,128,5,가쿠니동,맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
587,128,5,매운부타동,맛있따,,7500,2023-05-25 10:16:00,2023-05-25 10:16:00
588,128,5,가라아게 카레라이스,맛있따,,7500,2023-05-25 10:16:00,2023-05-25 10:16:00
589,128,5,새우튀김 카레라이스,맛있따,,7500,2023-05-25 10:16:00,2023-05-25 10:16:00
590,128,5,토리카라아게,맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
591,128,5,코롯케 (1개),맛있따,,3000,2023-05-25 10:16:00,2023-05-25 10:16:00
592,128,5,코롯케 (2개),맛있따,,5000,2023-05-25 10:16:00,2023-05-25 10:16:00
593,128,5,돈카츠,맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
594,128,5,돈코츠라멘 (점심),맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
595,128,5,산쪼메라멘 (점심),맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
596,128,5,시오버터라멘 (점심),맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
597,128,5,쇼유라멘 (점심),맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
598,128,5,규동 (점심),맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
599,130,7,막회 (대),맛있따,,35000,2023-05-25 10:16:00,2023-05-25 10:16:00
600,130,7,막회 (중),맛있따,,30000,2023-05-25 10:16:00,2023-05-25 10:16:00
601,130,7,한치물회,맛있따,,11000,2023-05-25 10:16:00,2023-05-25 10:16:00
602,130,7,가자미물회,맛있따,,12000,2023-05-25 10:16:00,2023-05-25 10:16:00
603,130,7,광어물회,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
604,130,7,과메기,맛있따,,17000,2023-05-25 10:16:00,2023-05-25 10:16:00
605,130,7,오징어볶음,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
606,130,7,양푼회밥,맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
607,130,7,양푼회국수,맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
608,130,7,조기매운탕 (대),맛있따,,25000,2023-05-25 10:16:00,2023-05-25 10:16:00
609,130,7,조기매운탕 (중),맛있따,,20000,2023-05-25 10:16:00,2023-05-25 10:16:00
610,131,14,한우꽃등심구이 (150g),맛있따,,50000,2023-05-25 10:16:00,2023-05-25 10:16:00
611,131,14,한우생등심구이 (150g),맛있따,,43000,2023-05-25 10:16:00,2023-05-25 10:16:00
612,131,14,소왕양념구이 (250g),맛있따,,24000,2023-05-25 10:16:00,2023-05-25 10:16:00
613,131,14,생삼겹구이 (180g),맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
614,131,14,갈비탕,맛있따,,13000,2023-05-25 10:16:00,2023-05-25 10:16:00
615,132,14,해물찜(2인),맛있따,,42000,2023-05-25 10:16:00,2023-05-25 10:16:00
616,132,14,해물탕(2인),맛있따,,42000,2023-05-25 10:16:00,2023-05-25 10:16:00
617,132,14,아구찜(2인),맛있따,,42000,2023-05-25 10:16:00,2023-05-25 10:16:00
618,132,14,아구탕(2인),맛있따,,42000,2023-05-25 10:16:00,2023-05-25 10:16:00
619,132,14,보쌈(2인),맛있따,,34000,2023-05-25 10:16:00,2023-05-25 10:16:00
620,133,18,명동칼국수,맛있따,,6000,2023-05-25 10:16:00,2023-05-25 10:16:00
621,133,18,해물칼국수 (1인분),맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
622,133,18,복 칼국수 (1인분),맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
623,133,18,왕만두,맛있따,,6000,2023-05-25 10:16:00,2023-05-25 10:16:00
624,133,18,만두국,맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
625,133,18,해물순두부,맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
626,133,18,즉석순두부,맛있따,,6000,2023-05-25 10:16:00,2023-05-25 10:16:00
627,133,18,된장찌개,맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
628,133,18,즉석모두부,맛있따,,9000,2023-05-25 10:16:00,2023-05-25 10:16:00
629,133,18,만두전골 (1인분),맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
630,133,18,버섯전골 (1인분),맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
631,133,18,불낙전골 (1인분),맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
632,133,18,두부전골 (1인분),맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
633,133,18,순두부전골 (1인분),맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
634,133,18,모듬전,맛있따,,18000,2023-05-25 10:16:00,2023-05-25 10:16:00
635,133,18,동태전,맛있따,,12000,2023-05-25 10:16:00,2023-05-25 10:16:00
636,133,18,고추전,맛있따,,11000,2023-05-25 10:16:00,2023-05-25 10:16:00
637,133,18,동그랑땡,맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
638,133,18,호박전,맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
639,133,18,해물파전,맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
640,134,18,마라탕 (중),맛있따,,12000,2023-05-25 10:16:00,2023-05-25 10:16:00
641,134,18,마라구수개 (소),맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
642,134,18,왕가지튀김 (소),맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
643,134,18,궁보기정,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
644,134,18,콜라닭날개,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
645,135,20,아메리카노,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
646,135,20,마리아쥬 마르코 폴로,맛있따,,6000,2023-05-25 10:16:00,2023-05-25 10:16:00
647,135,20,퓨어 자몽에이드,맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
648,138,14,미스피츠 (단품),맛있따,,9500,2023-05-25 10:16:00,2023-05-25 10:16:00
649,138,14,미스다이어리 (단품),맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
650,138,14,오지워커 (단품),맛있따,,10500,2023-05-25 10:16:00,2023-05-25 10:16:00
651,138,14,멕시칸 칠리 (단품),맛있따,,11000,2023-05-25 10:16:00,2023-05-25 10:16:00
652,138,14,볼케이노 (단품),맛있따,,11000,2023-05-25 10:16:00,2023-05-25 10:16:00
653,138,14,페리 치킨 (단품),맛있따,,9500,2023-05-25 10:16:00,2023-05-25 10:16:00
654,138,14,번 치킨 번 (단품),맛있따,,12000,2023-05-25 10:16:00,2023-05-25 10:16:00
655,139,14,리저브 나이트로,맛있따,,7500,2023-05-25 10:16:00,2023-05-25 10:16:00
656,139,14,제주 한라봉 말차 블렌디드,맛있따,,7500,2023-05-25 10:16:00,2023-05-25 10:16:00
657,139,14,플럼 선셋 유스베리 티,맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
658,139,14,바닐라 빈 푸딩 블렌디드 위드 콜드 브루,맛있따,,6300,2023-05-25 10:16:00,2023-05-25 10:16:00
659,139,14,퍼플 드링크 위드 망고 용과 스타벅스 리프레셔,맛있따,,5900,2023-05-25 10:16:00,2023-05-25 10:16:00
660,139,14,라이트 키위 라임 블렌디드,맛있따,,6300,2023-05-25 10:16:00,2023-05-25 10:16:00
661,139,14,망고 용과 레모네이드 스타벅스 리프레셔,맛있따,,5900,2023-05-25 10:16:00,2023-05-25 10:16:00
662,139,14,얼 그레이 카카오 초코 프라푸치노,맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
663,139,14,오늘의 커피,맛있따,,4200,2023-05-25 10:16:00,2023-05-25 10:16:00
664,139,14,카푸치노,맛있따,,5000,2023-05-25 10:16:00,2023-05-25 10:16:00
665,139,14,카페 라떼,맛있따,,5000,2023-05-25 10:16:00,2023-05-25 10:16:00
666,139,14,카페 모카,맛있따,,5500,2023-05-25 10:16:00,2023-05-25 10:16:00
667,139,14,카페 아메리카노,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
668,139,14,카라멜 마키아또,맛있따,,5900,2023-05-25 10:16:00,2023-05-25 10:16:00
669,139,14,화이트 초콜릿 모카,맛있따,,5900,2023-05-25 10:16:00,2023-05-25 10:16:00
670,139,14,스타벅스 돌체 라떼,맛있따,,5900,2023-05-25 10:16:00,2023-05-25 10:16:00
671,139,14,자바 칩 프라푸치노,맛있따,,6300,2023-05-25 10:16:00,2023-05-25 10:16:00
672,139,14,망고 바나나 블렌디드,맛있따,,6300,2023-05-25 10:16:00,2023-05-25 10:16:00
673,139,14,아이스 자몽 허니 블랙 티,맛있따,,5700,2023-05-25 10:16:00,2023-05-25 10:16:00
674,139,14,자몽 허니 블랙 티,맛있따,,5700,2023-05-25 10:16:00,2023-05-25 10:16:00
675,139,14,콜드 브루,맛있따,,4900,2023-05-25 10:16:00,2023-05-25 10:16:00
676,140,16,날개,맛있따,,3500,2023-05-25 10:16:00,2023-05-25 10:16:00
677,140,16,다리살,맛있따,,3500,2023-05-25 10:16:00,2023-05-25 10:16:00
678,140,16,염통,맛있따,,3500,2023-05-25 10:16:00,2023-05-25 10:16:00
679,140,16,연어 샐러드,맛있따,,16000,2023-05-25 10:16:00,2023-05-25 10:16:00
680,140,16,토마토 샐러드,맛있따,,9000,2023-05-25 10:16:00,2023-05-25 10:16:00
681,141,3,보고싶다 플레이트1,맛있따,,21900,2023-05-25 10:16:00,2023-05-25 10:16:00
682,141,3,보고싶다 플레이트2,맛있따,,19900,2023-05-25 10:16:00,2023-05-25 10:16:00
683,141,3,담양숯불갈비,맛있따,,17000,2023-05-25 10:16:00,2023-05-25 10:16:00
684,141,3,보고싶다 감바스,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
685,141,3,신당동 명량 떡볶이,맛있따,,14000,2023-05-25 10:16:00,2023-05-25 10:16:00
686,142,13,소고기샤브샤브,맛있따,,13800,2023-05-25 10:16:00,2023-05-25 10:16:00
687,142,13,소고기샤브샤브,맛있따,,15800,2023-05-25 10:16:00,2023-05-25 10:16:00
688,142,13,한우샤브샤브,맛있따,,18000,2023-05-25 10:16:00,2023-05-25 10:16:00
689,142,13,한우샤브샤브,맛있따,,19800,2023-05-25 10:16:00,2023-05-25 10:16:00
690,143,1,클래식 휘낭시에,맛있따,,2800,2023-05-25 10:16:00,2023-05-25 10:16:00
691,143,1,무화과 휘낭시에,맛있따,,3000,2023-05-25 10:16:00,2023-05-25 10:16:00
692,143,1,코코넛 휘낭시에,맛있따,,3000,2023-05-25 10:16:00,2023-05-25 10:16:00
693,144,17,홍어회 (소),맛있따,,55000,2023-05-25 10:16:00,2023-05-25 10:16:00
694,144,17,홍어삼합 (소),맛있따,,55000,2023-05-25 10:16:00,2023-05-25 10:16:00
695,144,17,홍어찜,맛있따,,45000,2023-05-25 10:16:00,2023-05-25 10:16:00
696,144,17,홍어무침,맛있따,,35000,2023-05-25 10:16:00,2023-05-25 10:16:00
697,144,17,홍어탕,맛있따,,35000,2023-05-25 10:16:00,2023-05-25 10:16:00
698,145,17,커피,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
699,145,17,아이스커피,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
700,145,17,카페오레,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
701,145,17,아이스 카페 오레,맛있따,,5000,2023-05-25 10:16:00,2023-05-25 10:16:00
702,145,17,홍차,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
703,146,12,소고기 쌀국수,맛있따,,4200,2023-05-25 10:16:00,2023-05-25 10:16:00
704,146,12,사이공 볶음면,맛있따,,4200,2023-05-25 10:16:00,2023-05-25 10:16:00
705,146,12,사이공 봉,맛있따,,3900,2023-05-25 10:16:00,2023-05-25 10:16:00
706,146,12,숯불덮밥,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
707,146,12,스파이시 치킨덮밥,맛있따,,6000,2023-05-25 10:16:00,2023-05-25 10:16:00
708,147,3,숙성생삼겹,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
709,147,3,숙성생목살,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
710,147,3,돈치맛살,맛있따,,16000,2023-05-25 10:16:00,2023-05-25 10:16:00
711,147,3,등심덧살,맛있따,,16000,2023-05-25 10:16:00,2023-05-25 10:16:00
712,147,3,돈안창,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
713,148,3,손칼국수,맛있따,,5000,2023-05-25 10:16:00,2023-05-25 10:16:00
714,148,3,손수제비,맛있따,,5000,2023-05-25 10:16:00,2023-05-25 10:16:00
715,148,3,잔치국수,맛있따,,3000,2023-05-25 10:16:00,2023-05-25 10:16:00
716,149,20,모듬곱창 (250),맛있따,,22000,2023-05-25 10:16:00,2023-05-25 10:16:00
717,150,11,아구샤브샤브(기본),맛있따,,35000,2023-05-25 10:16:00,2023-05-25 10:16:00
718,150,11,아구찜(기본),맛있따,,35000,2023-05-25 10:16:00,2023-05-25 10:16:00
719,150,11,아구샤브샤브(대),맛있따,,55000,2023-05-25 10:16:00,2023-05-25 10:16:00
720,150,11,아구찜(대),맛있따,,55000,2023-05-25 10:16:00,2023-05-25 10:16:00
721,150,11,새우소금구이(10마리),맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
722,151,16,참치사시미 (1-2인),맛있따,,25000,2023-05-25 10:16:00,2023-05-25 10:16:00
723,151,16,히라메고노와다,맛있따,,30000,2023-05-25 10:16:00,2023-05-25 10:16:00
724,151,16,문어숙회,맛있따,,22000,2023-05-25 10:16:00,2023-05-25 10:16:00
725,151,16,육회,맛있따,,22000,2023-05-25 10:16:00,2023-05-25 10:16:00
726,151,16,차돌숙주볶음,맛있따,,17000,2023-05-25 10:16:00,2023-05-25 10:16:00
727,153,3,CLASSIC AMERICAN CHEESE,맛있따,,9900,2023-05-25 10:16:00,2023-05-25 10:16:00
729,153,3,LIT IT CHICKEN BURGER,맛있따,,11900,2023-05-25 10:16:00,2023-05-25 10:16:00
730,153,3,DOUBLE FULLY LOADED BURGER,맛있따,,16900,2023-05-25 10:16:00,2023-05-25 10:16:00
731,153,3,FRENCH FRIES,맛있따,,6800,2023-05-25 10:16:00,2023-05-25 10:16:00
732,153,3,DOUBLE CHEEDAR CHEESE FRIES,맛있따,,8800,2023-05-25 10:16:00,2023-05-25 10:16:00
733,153,3,SPICY FRIES,맛있따,,8800,2023-05-25 10:16:00,2023-05-25 10:16:00
734,153,3,TRUFFLE PARMESAN FRIES,맛있따,,8800,2023-05-25 10:16:00,2023-05-25 10:16:00
735,153,3,SWEET POTATO FRIES,맛있따,,10800,2023-05-25 10:16:00,2023-05-25 10:16:00
736,156,12,가지,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
737,156,12,낙지꼬치,맛있따,,3000,2023-05-25 10:16:00,2023-05-25 10:16:00
738,156,12,베이컨새송이,맛있따,,3500,2023-05-25 10:16:00,2023-05-25 10:16:00
739,156,12,삼겹꽈리말이,맛있따,,3000,2023-05-25 10:16:00,2023-05-25 10:16:00
740,156,12,치즈떡꼬치,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
741,157,4,샤인머스캣 봉봉 스무디,맛있따,,6800,2023-05-25 10:16:00,2023-05-25 10:16:00
742,157,4,토마토 통통 주스,맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
743,157,4,키위 생생 주스,맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
744,157,4,딸기 크럼블 쏘스윗박스,맛있따,,6500,2023-05-25 10:16:00,2023-05-25 10:16:00
745,157,4,트리플 초코 케이크,맛있따,,5900,2023-05-25 10:16:00,2023-05-25 10:16:00
746,157,4,트리플 베리 생크림,맛있따,,5900,2023-05-25 10:16:00,2023-05-25 10:16:00
747,157,4,딸기 크럼블 쏘스윗박스 파티팩,맛있따,,39000,2023-05-25 10:16:00,2023-05-25 10:16:00
748,157,4,시그니처 델리 세트,맛있따,,20100,2023-05-25 10:16:00,2023-05-25 10:16:00
749,159,8,기꾸참치 미 (1인),맛있따,,50000,2023-05-25 10:16:00,2023-05-25 10:16:00
750,159,8,기꾸참치 선 (1인),맛있따,,62000,2023-05-25 10:16:00,2023-05-25 10:16:00
751,159,8,기꾸참치 진 (1인),맛있따,,75000,2023-05-25 10:16:00,2023-05-25 10:16:00
752,159,8,기꾸참치 스페셜 (1인),맛있따,,75000,2023-05-25 10:16:00,2023-05-25 10:16:00
753,159,8,실장스폐셜 (1인),맛있따,,110000,2023-05-25 10:16:00,2023-05-25 10:16:00
754,160,2,산더미 물 갈비(1인),맛있따,,17000,2023-05-25 10:16:00,2023-05-25 10:16:00
755,160,2,산더미 소 불고기(1인),맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
756,160,2,이수 오징어 불고기(1인),맛있따,,11000,2023-05-25 10:16:00,2023-05-25 10:16:00
757,160,2,이수 오삼 불고기(1인),맛있따,,13000,2023-05-25 10:16:00,2023-05-25 10:16:00
758,160,2,이수 생고기 손 김치 두루치기(1인),맛있따,,9000,2023-05-25 10:16:00,2023-05-25 10:16:00
759,163,14,모듬곱창 (250g),맛있따,,24000,2023-05-25 10:16:00,2023-05-25 10:16:00
760,163,14,순곱창 (250g),맛있따,,25000,2023-05-25 10:16:00,2023-05-25 10:16:00
761,163,14,마늘곱창 (250g),맛있따,,27000,2023-05-25 10:16:00,2023-05-25 10:16:00
762,163,14,대창 (250g),맛있따,,24000,2023-05-25 10:16:00,2023-05-25 10:16:00
763,163,14,막창 (250g),맛있따,,24000,2023-05-25 10:16:00,2023-05-25 10:16:00
764,164,16,특양(소) (150g),맛있따,,23000,2023-05-25 10:16:00,2023-05-25 10:16:00
765,164,16,소막창 (150g),맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
766,164,16,돼지막창 (150g),맛있따,,13000,2023-05-25 10:16:00,2023-05-25 10:16:00
767,164,16,소갈비살 (150g),맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
768,164,16,돼지껍데기 (150g),맛있따,,9000,2023-05-25 10:16:00,2023-05-25 10:16:00
769,165,3,모듬전,맛있따,,20000,2023-05-25 10:16:00,2023-05-25 10:16:00
770,165,3,소고기육전,맛있따,,18000,2023-05-25 10:16:00,2023-05-25 10:16:00
771,165,3,굴전,맛있따,,18000,2023-05-25 10:16:00,2023-05-25 10:16:00
772,165,3,동태전,맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
773,165,3,김치전,맛있따,,13000,2023-05-25 10:16:00,2023-05-25 10:16:00
774,166,9,쪽파크로아상,맛있따,,2800,2023-05-25 10:16:00,2023-05-25 10:16:00
775,166,9,치즈타르트,맛있따,,2400,2023-05-25 10:16:00,2023-05-25 10:16:00
776,166,9,마늘바게트,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
777,166,9,스세지파이,맛있따,,3200,2023-05-25 10:16:00,2023-05-25 10:16:00
778,166,9,크런치롤치즈,맛있따,,3500,2023-05-25 10:16:00,2023-05-25 10:16:00
779,167,7,멘보샤,맛있따,,38000,2023-05-25 10:16:00,2023-05-25 10:16:00
780,167,7,짜장면,맛있따,,7000,2023-05-25 10:16:00,2023-05-25 10:16:00
781,167,7,삼선짬뽕,맛있따,,10000,2023-05-25 10:16:00,2023-05-25 10:16:00
782,167,7,새우볶음밥,맛있따,,9900,2023-05-25 10:16:00,2023-05-25 10:16:00
783,167,7,탕수육,맛있따,,23000,2023-05-25 10:16:00,2023-05-25 10:16:00
784,167,7,류산슬,맛있따,,33000,2023-05-25 10:16:00,2023-05-25 10:16:00
785,167,7,어향동고,맛있따,,40000,2023-05-25 10:16:00,2023-05-25 10:16:00
786,167,7,망고크림새우,맛있따,,28000,2023-05-25 10:16:00,2023-05-25 10:16:00
787,167,7,굴탕면,맛있따,,12000,2023-05-25 10:16:00,2023-05-25 10:16:00
788,168,16,아메리카노,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
789,168,16,카페라떼,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
790,168,16,블랙 밀크티,맛있따,,5500,2023-05-25 10:16:00,2023-05-25 10:16:00
791,168,16,오렌지 망고 티-주스 (ICE),맛있따,,6000,2023-05-25 10:16:00,2023-05-25 10:16:00
792,168,16,바닐라빈 라떼,맛있따,,5500,2023-05-25 10:16:00,2023-05-25 10:16:00
793,169,6,안심양지쌀국수 (M),맛있따,,8500,2023-05-25 10:16:00,2023-05-25 10:16:00
794,169,6,72420매운쌀국수 (M),맛있따,,9500,2023-05-25 10:16:00,2023-05-25 10:16:00
795,169,6,왕갈비쌀국수 (한정메뉴),맛있따,,13000,2023-05-25 10:16:00,2023-05-25 10:16:00
796,169,6,새우볶음밥 (M),맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
797,169,6,소고기볶음밥 (M),맛있따,,8500,2023-05-25 10:16:00,2023-05-25 10:16:00
798,169,6,소고기분짜,맛있따,,13000,2023-05-25 10:16:00,2023-05-25 10:16:00
799,170,19,아메리카노,맛있따,,3500,2023-05-25 10:16:00,2023-05-25 10:16:00
800,170,19,카페라떼,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
801,170,19,카푸치노,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
802,170,19,카페모카,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
803,170,19,바닐라라떼,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
804,171,12,301 HOTDOG,맛있따,,4700,2023-05-25 10:16:00,2023-05-25 10:16:00
805,171,12,305 PINEAPPLE,맛있따,,6700,2023-05-25 10:16:00,2023-05-25 10:16:00
806,171,12,307 BACON,맛있따,,6700,2023-05-25 10:16:00,2023-05-25 10:16:00
807,171,12,LADY BURGER,맛있따,,5700,2023-05-25 10:16:00,2023-05-25 10:16:00
808,171,12,SHRIMP BURGER,맛있따,,6700,2023-05-25 10:16:00,2023-05-25 10:16:00
809,172,12,사시미 모리아와세 中,맛있따,,40000,2023-05-25 10:16:00,2023-05-25 10:16:00
810,172,12,오늘의 사시미,맛있따,,30000,2023-05-25 10:16:00,2023-05-25 10:16:00
811,172,12,모듬 초회,맛있따,,38000,2023-05-25 10:16:00,2023-05-25 10:16:00
812,172,12,갑오징어 초회,맛있따,,25000,2023-05-25 10:16:00,2023-05-25 10:16:00
813,172,12,소고기타다끼,맛있따,,22000,2023-05-25 10:16:00,2023-05-25 10:16:00
814,172,12,메로 야끼,맛있따,,25000,2023-05-25 10:16:00,2023-05-25 10:16:00
815,172,12,치킨가라아게,맛있따,,18000,2023-05-25 10:16:00,2023-05-25 10:16:00
816,172,12,에비깡,맛있따,,16000,2023-05-25 10:16:00,2023-05-25 10:16:00
817,172,12,해물 짬뽕나베,맛있따,,24000,2023-05-25 10:16:00,2023-05-25 10:16:00
818,172,12,오뎅탕,맛있따,,18000,2023-05-25 10:16:00,2023-05-25 10:16:00
819,172,12,나가사키 짬뽕,맛있따,,19000,2023-05-25 10:16:00,2023-05-25 10:16:00
820,174,6,고르곤졸라피자,맛있따,,13500,2023-05-25 10:16:00,2023-05-25 10:16:00
821,174,6,스윗&핫소스치킨타코 (2ea),맛있따,,8000,2023-05-25 10:16:00,2023-05-25 10:16:00
822,174,6,오리지널브리또,맛있따,,9800,2023-05-25 10:16:00,2023-05-25 10:16:00
823,174,6,리코타카프레제샐러드,맛있따,,13000,2023-05-25 10:16:00,2023-05-25 10:16:00
824,174,6,반건조버터오징어,맛있따,,13000,2023-05-25 10:16:00,2023-05-25 10:16:00
825,176,7,칠백한우모듬 (150g),맛있따,,34000,2023-05-25 10:16:00,2023-05-25 10:16:00
826,176,7,칠백한우육사시미 (200g),맛있따,,29000,2023-05-25 10:16:00,2023-05-25 10:16:00
827,176,7,곤드레밥,맛있따,,2000,2023-05-25 10:16:00,2023-05-25 10:16:00
828,176,7,짱아찌국수,맛있따,,5000,2023-05-25 10:16:00,2023-05-25 10:16:00
829,176,7,등심 150그람,맛있따,,34000,2023-05-25 10:16:00,2023-05-25 10:16:00
830,176,7,안심 150그람,맛있따,,34000,2023-05-25 10:16:00,2023-05-25 10:16:00
831,176,7,된장찌개,맛있따,,2000,2023-05-25 10:16:00,2023-05-25 10:16:00
832,177,18,숯불모둠꼬치(16pc),맛있따,,27800,2023-05-25 10:16:00,2023-05-25 10:16:00
833,177,18,숯불연어구이,맛있따,,16800,2023-05-25 10:16:00,2023-05-25 10:16:00
834,177,18,숯불고등어구이,맛있따,,14800,2023-05-25 10:16:00,2023-05-25 10:16:00
835,177,18,숯불고삼구이,맛있따,,20800,2023-05-25 10:16:00,2023-05-25 10:16:00
836,177,18,숯불갈치구이,맛있따,,21800,2023-05-25 10:16:00,2023-05-25 10:16:00
837,179,10,따끈한귤주스,맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
838,179,10,자몽주스,맛있따,,4500,2023-05-25 10:16:00,2023-05-25 10:16:00
839,179,10,딸기티 (HOT),맛있따,,4000,2023-05-25 10:16:00,2023-05-25 10:16:00
840,179,10,레몬티 (HOT),맛있따,,3500,2023-05-25 10:16:00,2023-05-25 10:16:00
841,179,10,오!사과 쥬스,맛있따,,4800,2023-05-25 10:16:00,2023-05-25 10:16:00
842,181,15,삼합+누룽지탕,맛있따,,35000,2023-05-25 10:16:00,2023-05-25 10:16:00
843,181,15,보쌈 (중) +누룽지탕,맛있따,,23000,2023-05-25 10:16:00,2023-05-25 10:16:00
844,181,15,홍어회+누룽지탕,맛있따,,23000,2023-05-25 10:16:00,2023-05-25 10:16:00
845,181,15,보쌈김치전골,맛있따,,23000,2023-05-25 10:16:00,2023-05-25 10:16:00
846,181,15,홍어무침,맛있따,,20000,2023-05-25 10:16:00,2023-05-25 10:16:00
847,182,6,어린 양 왕꼬치(5EA),맛있따,,18000,2023-05-25 10:16:00,2023-05-25 10:16:00
848,182,6,소고기 꼬치(10EA),맛있따,,15000,2023-05-25 10:16:00,2023-05-25 10:16:00
849,182,6,지삼선,맛있따,,18000,2023-05-25 10:16:00,2023-05-25 10:16:00
850,182,6,마라대하,맛있따,,22000,2023-05-25 10:16:00,2023-05-25 10:16:00
851,182,6,건두부 무침,맛있따,,12000,2023-05-25 10:16:00,2023-05-25 10:16:00
854,183,4,볶음밥,맛있따,,3000,2023-05-25 10:16:00,2023-05-25 10:16:00
855,183,4,황소곱창 (1인분),맛있따,,27000,2023-05-25 10:16:00,2023-05-25 10:16:00
